id,author,title,description,url,urlToImage,publishedAt,content,sources
78,,Australian state utility picks Tesla batteries to back up renewable energy - Reuters.com,"A state-owned utility in Australia has picked Tesla Inc's <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> Megapack batteries for a A$150 million ($113 million) energy storage project to back up wind and solar power, the state g…",https://www.reuters.com/business/sustainable-business/australian-state-utility-picks-tesla-batteries-back-up-renewable-energy-2022-03-30/,https://www.reuters.com/resizer/syff_fjBALcob4SV9-BESSIrDW8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/YNVNNKY5HVP5VPOI4HRPGWLCIA.jpg,2022-03-30T07:38:00Z,"MELBOURNE, March 30 (Reuters) - A state-owned utility in Australia has picked Tesla Inc's (TSLA.O) Megapack batteries for a A$150 million ($113 million) energy storage project to back up wind and sol… [+1235 chars]",Reuters
79,,Tesla looks to resume production at Shanghai plant on April 18 -sources - Reuters,"Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> is preparing to resume production at its Shanghai plant on Monday following a three-week stoppage, having received the go-ahead from local authorities, two people familiar w…",https://www.reuters.com/business/autos-transportation/tesla-looks-resume-production-shanghai-plant-april-18-sources-2022-04-15/,https://www.reuters.com/resizer/Tw7SUFLsqHM7hAKIvADorvA9I1E=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/3VXP2VTWRBN3VP3OQHQL26W4NM.jpg,2022-04-15T11:22:00Z,"SHANGHAI, April 15 (Reuters) - Tesla (TSLA.O) is preparing to resume production at its Shanghai plant on Monday following a three-week stoppage, having received the go-ahead from local authorities, t… [+1623 chars]",Reuters
80,,"Tesla, others prepare Shanghai factory restarts as city aims to ease lockdown - Reuters","Manufacturers including Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> began preparing to reopen their Shanghai factories on Monday, as the city accelerated efforts to exit a COVID-19 lockdown that has forced most busine…",https://www.reuters.com/world/asia-pacific/tesla-others-prepare-shanghai-factory-restarts-city-aims-ease-lockdown-2022-04-18/,https://www.reuters.com/resizer/7y9Gb4zUl5ReySIQSEXLXyHhg0g=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/F43X2IP2ZRKERGPSIC7CSZY3DE.jpg,2022-04-18T05:06:00Z,"SHANGHAI, April 18 (Reuters) - Manufacturers including Tesla (TSLA.O) began preparing to reopen their Shanghai factories on Monday, as the city accelerated efforts to exit a COVID-19 lockdown that ha… [+4532 chars]",Reuters
81,,"Tesla to recall 127785 Model 3s in China, says market regulator - Reuters","Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> will recall a total of 127,785 units of Model 3 cars in China, the country's market regulator said on Thursday, for potential faults in semiconductor components that might l…",https://www.reuters.com/legal/litigation/tesla-recall-127785-model-3s-china-says-market-regulator-2022-04-07/,https://www.reuters.com/resizer/UH-NA2D57iUT5wfi4_7XMda9DIE=/728x381/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/S2WO2H627JNMJI6QZWCUZRI7NE.jpg,2022-04-07T21:35:00Z,"The company and law firm names shown above are generated automatically based on the text of the article. We are improving this feature as we continue to test and develop in beta. We welcome feedback,… [+718 chars]",Reuters
82,,Musk says U.S. SEC 'bastards' forced settlement over Tesla tweets - Reuters,"Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> CEO Elon Musk on Thursday stepped up criticism of the U.S. securities regulator, calling Securities and Exchange Commission officials ""bastards"" for bringing fraud charg…",https://www.reuters.com/technology/musk-says-us-sec-bastards-forced-settlement-over-tesla-tweets-2022-04-14/,https://www.reuters.com/resizer/LiEm4XyU7gXRHhPqT_DCTEWN0ZQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/T4P5LWFPYBPP5APPSEOA2I2LZA.jpg,2022-04-14T19:34:00Z,"April 14 (Reuters) - Tesla Inc (TSLA.O) CEO Elon Musk on Thursday stepped up criticism of the U.S. securities regulator, calling Securities and Exchange Commission officials ""bastards"" for bringing f… [+2704 chars]",Reuters
83,Aditya Raghunath,Mullen Automotive vs. Tesla: Which Electric Vehicle Stock Is a Better Buy,"Electric vehicle (EV) stocks such as Tesla (TSLA) and Mullen Automotive (MULN) have gained momentum in recent trading sessions. While one is an established company delivering consistent profits, the other...",https://stocknews.com/news/muln-tsla-mullen-automotive-vs-tesla-which-electric-vehicle-stock-is-a/,https://assets.entrepreneur.com/providers/stocknews/hero-image-stocknews-422788.jpeg,2022-03-22T13:04:28Z,"Electric vehicle (EV) stocks such as Tesla (TSLA) and Mullen Automotive (MULN) have gained momentum in recent trading sessions. While one is an established company delivering consistent profits, the … [+4077 chars]",StockNews.com
84,Jason Weisberger,Court filing suggests Elon Musk knew he was misleading people with his tweets claiming to take Tesla private,"A filing on behalf of Tesla shareholders involved in a class-action suit against the company, claiming Tesla's Chief Pedo Guy manipulated the company's stock price with his tweets, appears to have leaked a juicy tidbit: the judge has found Musk ""acted with sc…",https://boingboing.net/2022/04/17/court-filing-suggests-elon-musk-knew-he-was-misleading-people-with-his-tweets-claiming-to-take-tesla-private.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2022/04/103330503_musk3.jpg?fit=976%2C549&ssl=1,2022-04-17T16:50:38Z,"A filing on behalf of Tesla shareholders involved in a class-action suit against the company, claiming Tesla's Chief Pedo Guy manipulated the company's stock price with his tweets, appears to have le… [+853 chars]",Boing Boing
85,Jasper Jolly,Forget Twitter: Elon Musk has his hands full keeping Tesla on the road,"The firm is doing well, but it will have perform amazingly to merit its position as the world’s most valuable carmakerSpare a brief thought for Elon Musk’s bankers and lawyers. One week he is posting earnest polls about freedom of speech on Twitter, and the n…",https://amp.theguardian.com/technology/2022/apr/17/twitter-musk-hands-full-keeping-tesla-1tn-magic-alive,https://i.guim.co.uk/img/media/32a9bedaa422c772605b2372ede6a28a827018c6/0_156_4219_2532/master/4219.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tZGVmYXVsdC5wbmc&enable=upscale&s=ca4ffc68d7c2fd4f5fd3e182c8f1aa04,2022-04-16T23:05:12Z,"Spare a brief thought for Elon Musks bankers and lawyers. One week he is posting earnest polls about freedom of speech on Twitter, and the next he is spending billions of dollars on a major stake in … [+3397 chars]",The Guardian
86,Alex Hern Technology editor,Elon Musk unveils vision for Twitter after joining its board,"The Tesla boss now has a 9.2% stake in the social network and offers suggestions and criticisms in a series of tweetsElon Musk has set out his vision for Twitter after buying a 9.2% stake in the company, in a series of posts on the social network described by…",https://amp.theguardian.com/technology/2022/apr/10/elon-musk-unveils-vision-for-twitter-after-joining-its-board,https://i.guim.co.uk/img/media/fb8630bec9230586f181f58710e6989b20eeb270/0_143_4626_2776/master/4626.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=7fb9c5cb3fc9402d1599a893e4ff3d6b,2022-04-10T15:50:20Z,"Elon Musk has set out his vision for Twitter after buying a 9.2% stake in the company, in a series of posts on the social network described by one commentator as having chaos energy.
Since being app… [+3006 chars]",The Guardian
87,Aditya Raghunath,Tesla vs. NIO: Which EV Stock Is a Better Buy In 2022?,"Electric vehicle stocks such as Tesla (TSLA) and NIO (NIO) are trading significantly lower compared to record highs. However, the two companies remain interesting potential investments when looking at their...",https://stocknews.com/news/tsla-nio-tesla-vs-nio-which-ev-stock-is-a-better-buy/,https://assets.entrepreneur.com/providers/stocknews/hero-image-stocknews-423273.jpeg,2022-03-28T16:46:41Z,"Electric vehicle stocks such as Tesla (TSLA) and NIO (NIO) are trading significantly lower compared to record highs. However, the two companies remain interesting potential investments when looking a… [+4555 chars]",StockNews.com
88,Carla Sinclair,Man's Tesla froze while speeding down highway at 83 mph,"A man was stuck behind the wheel of a speeding Tesla as the car's computer froze while driving at 85 mph. The man says all of the controls stopped working — including the turn signal, hazard lights, accelerator, and main screen — while on a highway in Souther…",https://boingboing.net/2022/04/15/mans-tesla-froze-while-speeding-down-highway-at-83-mph.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2022/04/tesla.jpeg?fit=1191%2C731&ssl=1,2022-04-15T19:32:04Z,"A man was stuck behind the wheel of a speeding Tesla as the car's computer froze while driving at 85 mph. The man says all of the controls stopped working including the turn signal, hazard lights, ac… [+1506 chars]",Boing Boing
89,Ioanna Lykiardopoulou,Why Toyota’s camera-only approach to self-driving is a bad idea,"Last May, Tesla stuck the middle finger to the entire auto industry, deeming the use of multiple sensors for autonomous driving functionalities… unnecessary. It ditched radars and initiated a camera-only approach, dubbed “Tesla Vision.” And while we’re used t…",https://thenextweb.com/news/toyotas-camera-only-approach-self-driving-bad-idea,https://img-cdn.tnwcdn.com/image/shift?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2022%2F04%2FTOYOTA.jpg&signature=94310f8612786b4bcc8e740aef2d85c6,2022-04-07T18:34:24Z,"Last May, Tesla stuck the middle finger to the entire auto industry, deeming the use of multiple sensors for autonomous driving functionalities unnecessary. It ditched radars and initiated a camera-o… [+2401 chars]",The Next Web
90,Amanda Breen,Mark Cuban Says There's an Ulterior Motive Behind Elon Musk's Twitter Offer,Cuban notes that Musk's offer echoes the tweet that got him in trouble several years ago.,https://www.entrepreneur.com/article/424892,https://assets.entrepreneur.com/content/3x2/2000/1650035130-GettyImages-1239598267.jpg,2022-04-15T15:00:00Z,"Elon Musk's offer to buy Twitter for $54.20 per share and take the company private has dominated headlines in recent days, with some supporting the tech billionaire's attempted takeover and others ra… [+1990 chars]",Entrepreneur
91,Jeremy Knauff,Is Now the Time for Elon Musk to Launch His Own Social Media Platform?,"The outspoken Tesla CEO appears to be readying an alternative to Twitter, which he has critiqued for inhibiting free speech. But is this the right move for the tech billionaire?",https://www.entrepreneur.com/article/423253,https://assets.entrepreneur.com/content/3x2/2000/1648649888-GettyImages-1130611974.jpg,2022-03-30T14:18:31Z,"About a year or so ago, I started to sense that Elon Musk was thinking about launching a social media platform. Then the signs started to become more frequent, and finally last weekend, he announced … [+7669 chars]",Entrepreneur
92,Tom Nardi,High Tech Pancake Tesla Coil Brings the Lightning,For several years now we’ve been following [Jay Bowles] as he brings high-voltage down to Earth on his Plasma Channel YouTube channel. From spark gaps made of bits of copper pipe to automotiv…,https://hackaday.com/2022/03/18/high-tech-pancake-tesla-coil-brings-the-lightning/,https://hackaday.com/wp-content/uploads/2022/03/sstc_feat.gif,2022-03-18T20:00:51Z,For several years now we’ve been following [Jay Bowles] as he brings high-voltage down to Earth on his Plasma Channel YouTube channel. From spark gaps made of bits of copper pipe to automotive igniti… [+2473 chars],Hackaday
93,Al Williams,Just in Case You Want to Charge Your Neighbor’s Tesla,"Tesla vehicles have a charging port that is under a cover that only opens on command from a charging station. Well, maybe not only. [IfNotPike] reports that he was able to replay the 315MHz signal …",https://hackaday.com/2022/04/08/just-in-case-you-want-to-charge-your-neighbors-tesla/,https://hackaday.com/wp-content/uploads/2022/04/tesla.png,2022-04-09T02:00:38Z,"Tesla vehicles have a charging port that is under a cover that only opens on command from a charging station. Well, maybe not only. [IfNotPike] reports that he was able to replay the 315MHz signal us… [+954 chars]",Hackaday
94,Andrew Tarantola,Kia's 2023 Niro SUV comes in all the EV flavors,"The Kia Niro has long been a staff-favorite here at Engadget. On Wednesday, the Korean automaker took to the NYIAS 2022 stage to show off its latest iterations of the popular compact sport utility, one for every kind of driver. 
Hyundai Motor Group
The seco…",https://www.engadget.com/kias-2023-niro-suv-comes-in-all-the-ev-flavors-141024897.html,https://s.yimg.com/os/creatr-uploaded-images/2022-04/117f98a0-bb2d-11ec-bf7d-bb769bce4952,2022-04-13T14:10:24Z,"The Kia Niro has long been a staff-favorite here at Engadget. On Wednesday, the Korean automaker took to the NYIAS 2022 stage to show off its latest iterations of the popular compact sport utility, o… [+2504 chars]",Engadget
95,Emily Rella,"Neon Lights, Fireworks and $90 Merch: Elon Musk Throws Massive 'Cyber Rodeo' Party at Tesla Factory Opening","Musk took the stage around 10 p.m. to talk about Tesla's past, present and future.",https://www.entrepreneur.com/article/424301,https://assets.entrepreneur.com/content/3x2/2000/1649428496-GettyImages-1239825293.jpg,2022-04-08T14:35:29Z,"If theres one thing Elon Musk is going to do, its make sure that everything is done as big and over the top as possible.
SUZANNE CORDEIRO | Getty Images
Thursdays opening party for Teslas new Gigaf… [+2784 chars]",Entrepreneur
96,,Twitter options trades ahead of Musk disclosure raise analysts' eyebrows - Reuters,"Some well-timed trades in the options on Twitter Inc <a href=""https://www.reuters.com/companies/TWTR.N"" target=""_blank"">(TWTR.N)</a>, in the days before Tesla Inc's <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> top boss Elon …",https://www.reuters.com/technology/twitter-options-trades-ahead-musk-disclosure-raise-analysts-eyebrows-2022-04-04/,https://www.reuters.com/resizer/G_V9wS2iJz3ZBg8GD2i9H8bFX7o=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/7NNEUGDUHBLDHG7LQ6B7LQ7AFE.jpg,2022-04-04T16:48:00Z,"NEW YORK, April 4 (Reuters) - Some well-timed trades in the options on Twitter Inc (TWTR.N), in the days before Tesla Inc's (TSLA.O) top boss Elon Musk revealed a large stake in the social media comp… [+2810 chars]",Reuters
97,,Elon Musk's arrival stirs fears among some Twitter employees - Reuters,"News of Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> Chief Executive Elon Musk taking a board seat at Twitter <a href=""https://www.reuters.com/companies/TWTR.N"" target=""_blank"">(TWTR.N)</a> has some Twitter employees p…",https://www.reuters.com/technology/elon-musks-arrival-stirs-fears-among-some-twitter-employees-2022-04-07/,https://www.reuters.com/resizer/s11fDsycjFZ8Wd2vO2HKX1G_9w0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/VFMH774KQJJLHC56F7KN2O7ZJI.jpg,2022-04-07T10:05:00Z,April 7 (Reuters) - News of Tesla (TSLA.O) Chief Executive Elon Musk taking a board seat at Twitter (TWTR.N) has some Twitter employees panicking over the future of the social media firm's ability to… [+4759 chars],Reuters
98,,Breakingviews - China Covid-zero zeal puts carmakers into low gear - Reuters,"China’s Covid-zero zeal is forcing the world’s carmakers into a lower gear. Beijing’s harsh Omicron lockdowns are stalling supply chains <a href=""/business/autos-transportation/tesla-sold-65814-china-made-vehicles-march-cpca-2022-04-11/""> read more </a> while…",https://www.reuters.com/breakingviews/china-covid-zero-zeal-puts-carmakers-into-low-gear-2022-04-12/,https://www.reuters.com/resizer/vjFtQDnHbr2JpL_vStvrc3w79_s=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/FJFLDUJMFRMLDJPKGEGLEPR3T4.jpg,2022-04-12T04:27:00Z,"HONG KONG, April 12 (Reuters Breakingviews) - Chinas Covid-zero zeal is forcing the worlds carmakers into a lower gear. Beijings harsh Omicron lockdowns are stalling supply chains read more while war… [+3311 chars]",Reuters
99,,Factbox: Automakers securing battery raw materials - Reuters,"A spike in demand for electric vehicles (EV) in the global markets is encouraging automakers such Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a>, Volkswagen <a href=""https://www.reuters.com/companies/VOWG_p.DE"" targe…",https://www.reuters.com/technology/automakers-securing-battery-raw-materials-2022-03-23/,https://www.reuters.com/resizer/fM4iPJVp4RMwq2PRQTFWHJT2gmA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/67FNDSJM5BLNXDSJ2O3VHQEAY4.jpg,2022-03-23T13:29:00Z,"March 23 (Reuters) - A spike in demand for electric vehicles (EV) in the global markets is encouraging automakers such Tesla Inc (TSLA.O), Volkswagen (VOWG_p.DE) and Stellantis NV (STLA.MI) to secure… [+1756 chars]",Reuters
